from,to,"from (manual)","to (manual)",Timezone,"Activity type",Data,GPS,Modified
2024-03-15T15:11:00-07:00,2024-03-15T15:21:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":22.382312774658,""effduration"":837,""intensity"":0,""pause_duration"":0,""steps"":1194,""distance"":778.67852783203,""metcumul"":29.119539260864}",,2024-03-15T16:39:26-07:00
2024-03-15T15:40:00-07:00,2024-03-15T16:05:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":30.42999458313,""effduration"":1320,""intensity"":0,""pause_duration"":0,""steps"":1553,""distance"":1032.7200927734,""metcumul"":66.890007019043}",,2024-03-17T19:18:26-07:00
2024-03-17T17:47:52-07:00,2024-03-17T18:18:08-07:00,,,America/Los_Angeles,Running,"{""calories"":11.309999465942,""effduration"":780,""intensity"":50,""hr_average"":99,""hr_min"":66,""hr_max"":139,""hr_zone_0"":251,""hr_zone_1"":1332,""hr_zone_2"":159,""hr_zone_3"":0,""device_startdate"":1710722872,""device_enddate"":1710724688,""pause_duration"":10,""steps"":558,""distance"":379,""metcumul"":28.779998779297}",,2025-02-03T15:14:04-08:00
2024-03-17T17:47:52-07:00,2024-03-17T18:18:08-07:00,,,America/Los_Angeles,Running,{},,2024-03-17T19:18:28-07:00
2024-03-17T22:14:00-07:00,2024-03-17T22:24:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":83.192581176758,""effduration"":240,""intensity"":0,""pause_duration"":0,""steps"":17,""distance"":12.75,""metcumul"":4.5299997329712}",,2024-03-19T16:16:30-07:00
2024-03-18T16:36:00-07:00,2024-03-18T16:44:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":12.240000724792,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":611,""distance"":427.83999633789,""metcumul"":24.700000762939}",,2024-03-19T16:16:31-07:00
2024-03-18T17:05:00-07:00,2024-03-18T17:12:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":10.780000686646,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":521,""distance"":377.20004272461,""metcumul"":21.409999847412}",,2024-03-19T16:16:32-07:00
2024-03-18T18:41:00-07:00,2024-03-18T18:48:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":9.8999996185303,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":491,""distance"":346.42999267578,""metcumul"":20.309999465942}",,2024-03-20T18:13:24-07:00
2024-03-20T18:11:00-07:00,2024-03-20T18:26:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":17.470001220703,""effduration"":780,""intensity"":0,""pause_duration"":0,""steps"":1006,""distance"":670.77001953125,""metcumul"":38.979999542236}",,2024-03-21T14:52:24-07:00
2024-03-21T08:26:00-07:00,2024-03-21T08:35:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":14.529999732971,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":735,""distance"":501.12002563477,""metcumul"":29.420000076294}",,2024-03-21T14:52:25-07:00
2024-03-21T09:56:00-07:00,2024-03-21T10:03:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":6.8800001144409,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":346,""distance"":240.75999450684,""metcumul"":14.979999542236}",,2024-03-21T17:07:29-07:00
2024-03-21T14:47:00-07:00,2024-03-21T14:53:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":8.0699996948242,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":432,""distance"":283.11001586914,""metcumul"":17.300001144409}",,2024-03-23T16:08:52-07:00
2024-03-25T16:38:00-07:00,2024-03-25T16:50:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":19.659999847412,""effduration"":660,""intensity"":0,""hr_average"":105,""hr_min"":103,""hr_max"":109,""hr_zone_0"":0,""hr_zone_1"":695,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":965,""distance"":681.43994140625,""metcumul"":39.550003051758}",,2024-03-25T20:27:18-07:00
2024-03-25T18:43:00-07:00,2024-03-25T18:50:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":14.079999923706,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":682,""distance"":492.41000366211,""metcumul"":26.119998931885}",,2024-03-26T22:04:19-07:00
2024-03-25T18:21:00-07:00,2024-03-25T18:27:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":7.3099999427795,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":360,""distance"":243.88999938965,""metcumul"":15.689999580383}",,2024-03-26T15:23:59-07:00
2024-03-26T14:33:00-07:00,2024-03-26T15:23:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":88.720024108887,""effduration"":3000,""intensity"":0,""hr_average"":116,""hr_min"":110,""hr_max"":123,""hr_zone_0"":0,""hr_zone_1"":2027,""hr_zone_2"":397,""hr_zone_3"":0,""pause_duration"":0,""steps"":4547,""distance"":3046.9792480469,""metcumul"":180.57000732422}",,2024-04-03T19:37:16-07:00
2024-04-05T17:01:00-07:00,2024-04-05T17:09:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":6.1799998283386,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":338,""distance"":216.44000244141,""metcumul"":15.150000572205}",,2024-04-06T00:01:30-07:00
2024-04-05T17:19:00-07:00,2024-04-05T17:25:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":6.1300001144409,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":329,""distance"":214.48999023438,""metcumul"":14.019999504089}",,2024-04-06T00:01:31-07:00
2024-04-05T18:56:00-07:00,2024-04-05T19:03:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":11.449999809265,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":570,""distance"":390.13998413086,""metcumul"":22.739999771118}",,2024-04-09T14:11:09-07:00
2024-04-09T15:01:00-07:00,2024-04-09T15:10:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":12.300000190735,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":736,""distance"":505.08996582031,""metcumul"":26.080001831055}",,2024-04-09T19:01:45-07:00
2024-04-09T16:27:00-07:00,2024-04-09T16:40:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":17.5,""effduration"":720,""intensity"":0,""hr_average"":104,""hr_min"":103,""hr_max"":106,""hr_zone_0"":0,""hr_zone_1"":662,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":888,""distance"":583.58001708984,""metcumul"":37.920001983643}",,2024-04-11T12:57:23-07:00
2024-04-11T07:06:00-07:00,2024-04-11T07:11:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":5.1900000572205,""effduration"":240,""intensity"":0,""pause_duration"":0,""steps"":258,""distance"":181.51998901367,""metcumul"":11.520000457764}",,2024-04-11T12:57:24-07:00
2024-04-11T08:28:00-07:00,2024-04-11T08:38:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":16.279998779297,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":819,""distance"":552.28002929688,""metcumul"":33.190002441406}",,2024-04-11T12:57:25-07:00
2024-04-11T09:49:00-07:00,2024-04-11T09:55:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":6.6999998092651,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":344,""distance"":234.01998901367,""metcumul"":14.869999885559}",,2024-04-11T21:39:57-07:00
2024-04-12T12:27:00-07:00,2024-04-12T12:35:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":14.940000534058,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":728,""distance"":522.51000976562,""metcumul"":29.460000991821}",,2024-04-15T15:37:36-07:00
2024-04-13T17:54:00-07:00,2024-04-13T18:07:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":15.523266792297,""effduration"":713,""intensity"":0,""pause_duration"":0,""steps"":871,""distance"":538.53485107422,""metcumul"":5.2299327850342}",,2024-04-15T15:37:37-07:00
2024-04-15T16:49:00-07:00,2024-04-15T17:01:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":12.60000038147,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":627,""distance"":441.45001220703,""metcumul"":29.209999084473}",,2024-04-16T16:34:16-07:00
2024-04-15T18:40:00-07:00,2024-04-15T18:46:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":9.8900003433228,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":500,""distance"":346.23001098633,""metcumul"":20.489999771118}",,2024-04-16T16:34:16-07:00
2024-04-18T13:17:00-07:00,2024-04-18T13:35:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":20.64999961853,""effduration"":900,""intensity"":0,""pause_duration"":0,""steps"":1061,""distance"":723.37994384766,""metcumul"":45.270000457764}",,2024-04-18T18:09:21-07:00
2024-04-18T15:48:00-07:00,2024-04-18T15:54:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":7.9099998474121,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":406,""distance"":276.48999023438,""metcumul"":16.659999847412}",,2024-04-19T08:11:00-07:00
2024-04-19T08:26:00-07:00,2024-04-19T08:37:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":15.979999542236,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":824,""distance"":558.21997070312,""metcumul"":33.75}",,2024-04-19T18:27:58-07:00
2024-04-19T12:59:00-07:00,2024-04-19T13:58:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":81.790000915527,""effduration"":3000,""intensity"":0,""pause_duration"":0,""steps"":4290,""distance"":2861.5500488281,""metcumul"":172.41000366211}",,2024-04-19T18:27:58-07:00
2024-04-19T14:15:00-07:00,2024-04-19T14:31:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":26.798999786377,""effduration"":900,""intensity"":0,""pause_duration"":0,""steps"":1406,""distance"":937.04992675781,""metcumul"":55.329998016357}",,2024-04-22T13:37:18-07:00
2024-04-19T18:03:00-07:00,2024-04-19T18:13:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":83.258651733398,""effduration"":420,""intensity"":0,""pause_duration"":0,""metcumul"":7}",,2024-04-22T15:37:28-07:00
2024-04-20T14:50:00-07:00,2024-04-20T14:55:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":6.9488577842712,""effduration"":242,""intensity"":0,""pause_duration"":0,""steps"":390,""distance"":241.13500976562,""metcumul"":2.7935662269592}",,2024-04-22T15:37:28-07:00
2024-04-22T16:30:00-07:00,2024-04-22T16:39:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":18.290000915527,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":881,""distance"":623.66003417969,""metcumul"":34.319999694824}",,2024-04-22T19:09:15-07:00
2024-04-22T18:41:00-07:00,2024-04-22T18:48:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":13.849999427795,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":690,""distance"":484.19000244141,""metcumul"":27.259998321533}",,2024-04-24T12:23:09-07:00
2024-04-25T13:46:00-07:00,2024-04-25T13:52:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":5.8399996757507,""effduration"":240,""intensity"":0,""pause_duration"":0,""steps"":283,""distance"":190.80999755859,""metcumul"":12.470000267029}",,2024-04-26T09:30:47-07:00
2024-04-26T09:00:00-07:00,2024-04-26T09:07:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":11.079998970032,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":542,""distance"":387.17001342773,""metcumul"":21.939998626709}",,2024-04-26T15:06:14-07:00
2024-04-26T12:21:00-07:00,2024-04-26T12:27:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":10.200000762939,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":520,""distance"":355.67001342773,""metcumul"":20.940002441406}",,2024-04-26T15:06:14-07:00
2024-04-26T13:40:00-07:00,2024-04-26T13:48:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":10.829999923706,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":516,""distance"":355.13000488281,""metcumul"":22.489999771118}",,2024-04-26T18:33:17-07:00
2024-04-26T15:13:00-07:00,2024-04-26T15:21:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":11.680000305176,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":692,""distance"":477.25997924805,""metcumul"":24.040000915527}",,2024-04-26T18:33:17-07:00
2024-04-26T15:40:00-07:00,2024-04-26T15:46:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":8.6800003051758,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":445,""distance"":303.57000732422,""metcumul"":17.670000076294}",,2024-04-27T19:01:20-07:00
2024-04-27T16:18:00-07:00,2024-04-27T16:33:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":124.8879776001,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":14,""distance"":9.8199996948242,""metcumul"":8.3400001525879}",,2024-04-27T19:01:21-07:00
2024-04-27T18:31:00-07:00,2024-04-27T18:39:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":8.9800004959106,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":529,""distance"":363.78997802734,""metcumul"":20.080001831055}",,2024-04-27T22:12:09-07:00
2024-04-27T21:43:00-07:00,2024-04-27T21:50:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":10.720000267029,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":541,""distance"":374.83999633789,""metcumul"":21.659999847412}",,2024-04-28T18:21:52-07:00
2024-04-27T22:58:00-07:00,2024-04-27T23:15:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":141.53970336914,""effduration"":480,""intensity"":0,""pause_duration"":0,""metcumul"":8}",,2024-05-02T10:21:13-07:00
2024-04-30T13:01:00-07:00,2024-04-30T13:07:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":6.4800004959106,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":340,""distance"":225.73999023438,""metcumul"":14.550000190735}",,2024-05-02T10:21:15-07:00
2024-05-01T13:29:00-07:00,2024-05-01T13:38:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":11.368999481201,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":653,""distance"":452.36001586914,""metcumul"":25.180000305176}",,2024-05-03T07:38:37-07:00
2024-05-02T16:12:00-07:00,2024-05-02T16:18:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":11.480000495911,""effduration"":360,""intensity"":0,""hr_average"":106,""hr_min"":84,""hr_max"":125,""hr_zone_0"":30,""hr_zone_1"":528,""hr_zone_2"":127,""hr_zone_3"":0,""pause_duration"":0,""steps"":663,""distance"":477.25997924805,""metcumul"":22.369998931885}",,2024-05-03T08:54:01-07:00
2024-05-03T08:24:00-07:00,2024-05-03T08:29:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":8.0799999237061,""effduration"":240,""intensity"":0,""pause_duration"":0,""steps"":383,""distance"":268,""metcumul"":15.590000152588}",,2024-05-09T00:34:17-07:00
2024-05-09T08:51:00-07:00,2024-05-09T09:01:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":14.909999847412,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":695,""distance"":499.25,""metcumul"":29.989999771118}",,2024-05-09T15:46:16-07:00
2024-05-09T15:09:00-07:00,2024-05-09T15:19:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":11.989999771118,""effduration"":541,""intensity"":0,""pause_duration"":0,""steps"":718,""distance"":494.04998779297,""metcumul"":26.599998474121}",,2024-05-09T23:30:18-07:00
2024-05-11T10:41:00-07:00,2024-05-11T10:51:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":83.258651733398,""effduration"":240,""intensity"":0,""pause_duration"":0,""steps"":22,""distance"":15.159999847412,""metcumul"":4.6199998855591}",,2024-05-12T10:35:36-07:00
2024-05-11T11:56:00-07:00,2024-05-11T12:06:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":15.090000152588,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":735,""distance"":527.73999023438,""metcumul"":31.540000915527}",,2024-05-12T10:35:37-07:00
2024-05-11T12:47:00-07:00,2024-05-11T12:55:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":25.881067276001,""effduration"":850,""intensity"":0,""pause_duration"":0,""steps"":1376,""distance"":900.72973632812,""metcumul"":28.188217163086}",,2024-05-13T19:12:29-07:00
2024-05-12T19:43:00-07:00,2024-05-12T20:16:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":41.979999542236,""effduration"":1740,""intensity"":0,""hr_average"":121,""hr_min"":107,""hr_max"":161,""hr_zone_0"":0,""hr_zone_1"":760,""hr_zone_2"":410,""hr_zone_3"":72,""pause_duration"":0,""steps"":2341,""distance"":1525.4100341797,""metcumul"":92.280006408691}",,2024-05-14T20:20:25-07:00
2024-05-16T11:01:00-07:00,2024-05-16T11:07:00-07:00,,,Asia/Tehran,Walking,"{""calories"":10.239999771118,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":503,""distance"":358.0299987793,""metcumul"":19.699998855591}",,2024-05-19T02:24:26-07:00
2024-05-16T14:48:00-07:00,2024-05-16T15:03:00-07:00,,,Asia/Tehran,Walking,"{""calories"":19.619998931885,""effduration"":780,""intensity"":0,""pause_duration"":0,""steps"":992,""distance"":659.90997314453,""metcumul"":41.990001678467}",,2024-05-19T02:24:28-07:00
2024-05-16T12:52:00-07:00,2024-05-16T13:01:00-07:00,,,Asia/Tehran,Walking,"{""calories"":9.8899993896484,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":509,""distance"":344.25,""metcumul"":22.439998626709}",,2024-05-19T02:24:27-07:00
2024-05-17T14:41:00-07:00,2024-05-17T14:48:00-07:00,,,Asia/Tehran,Walking,"{""calories"":8.5,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":423,""distance"":297.47998046875,""metcumul"":18.239999771118}",,2024-05-20T07:26:43-07:00
2024-05-28T01:06:00-07:00,2024-05-28T01:38:00-07:00,,,Asia/Tehran,Walking,"{""calories"":53.9700050354,""effduration"":1800,""intensity"":0,""pause_duration"":0,""steps"":2751,""distance"":1890.3701171875,""metcumul"":108.35001373291}",,2024-07-06T21:32:49-07:00
2024-06-05T06:07:00-07:00,2024-06-05T06:17:00-07:00,,,Asia/Tehran,Cycling,"{""calories"":83.258651733398,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":40,""distance"":26.840000152588,""metcumul"":6.039999961853}",,2024-07-06T21:32:54-07:00
2024-06-07T02:25:00-07:00,2024-06-07T02:45:00-07:00,,,Asia/Tehran,Cycling,"{""calories"":166.5173034668,""effduration"":960,""intensity"":0,""pause_duration"":0,""steps"":116,""distance"":78.92000579834,""metcumul"":19.190000534058}",,2024-07-06T21:32:55-07:00
2024-06-07T08:17:00-07:00,2024-06-07T08:32:00-07:00,,,Asia/Tehran,Walking,"{""calories"":16.050001144409,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":834,""distance"":535.22003173828,""metcumul"":34.890003204346}",,2024-07-06T21:32:56-07:00
2024-06-07T09:12:00-07:00,2024-06-07T09:17:00-07:00,,,Asia/Tehran,Walking,"{""calories"":6.9599995613098,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":375,""distance"":247.26998901367,""metcumul"":15.520000457764}",,2024-07-06T21:32:56-07:00
2024-06-07T10:10:00-07:00,2024-06-07T10:25:00-07:00,,,Asia/Tehran,Walking,"{""calories"":18.789999008179,""effduration"":840,""intensity"":0,""pause_duration"":0,""steps"":996,""distance"":657.61004638672,""metcumul"":42.049999237061}",,2024-07-06T21:32:56-07:00
2024-06-08T01:11:00-07:00,2024-06-08T01:17:00-07:00,,,Asia/Tehran,Walking,"{""calories"":13.150000572205,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":637,""distance"":459.45999145508,""metcumul"":24.759998321533}",,2024-07-06T21:32:57-07:00
2024-06-10T01:49:00-07:00,2024-06-10T02:19:00-07:00,,,Asia/Tehran,Walking,"{""calories"":43.46000289917,""effduration"":1500,""intensity"":0,""pause_duration"":0,""steps"":2101,""distance"":1400.9898681641,""metcumul"":88.429985046387}",,2024-07-06T21:32:59-07:00
2024-06-10T06:04:00-07:00,2024-06-10T06:23:00-07:00,,,Asia/Tehran,Walking,"{""calories"":19.900001525879,""effduration"":840,""intensity"":0,""hr_average"":107,""hr_min"":103,""hr_max"":112,""hr_zone_0"":0,""hr_zone_1"":612,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1030,""distance"":674.03997802734,""metcumul"":43.759998321533}",,2024-07-06T21:32:59-07:00
2024-06-12T23:21:00-07:00,2024-06-12T23:31:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":82.921058654785,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":128,""distance"":84.610000610352,""metcumul"":11.760000228882}",,2024-08-09T10:02:36-07:00
2024-06-13T00:33:00-07:00,2024-06-13T00:55:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":182.42633056641,""effduration"":840,""intensity"":0,""pause_duration"":0,""steps"":95,""distance"":66.269996643066,""metcumul"":16.409999847412}",,2024-08-09T10:02:36-07:00
2024-06-13T03:24:00-07:00,2024-06-13T03:30:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":6.5700001716614,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":320,""distance"":209.20999145508,""metcumul"":14.539999008179}",,2024-08-09T10:02:37-07:00
2024-06-14T00:01:00-07:00,2024-06-14T00:21:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":21.719999313354,""effduration"":1080,""intensity"":0,""hr_average"":70,""hr_min"":51,""hr_max"":92,""hr_zone_0"":550,""hr_zone_1"":86,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1191,""distance"":805.19006347656,""metcumul"":50.140003204346}",,2024-08-09T10:02:38-07:00
2024-06-15T04:25:00-07:00,2024-06-15T04:39:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":116.08948516846,""effduration"":780,""intensity"":0,""pause_duration"":0,""steps"":126,""distance"":79.380012512207,""metcumul"":16.549999237061}",,2024-08-09T10:02:38-07:00
2024-06-15T06:47:00-07:00,2024-06-15T07:11:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":199.01054382324,""effduration"":1020,""intensity"":0,""pause_duration"":0,""steps"":348,""distance"":234.45999145508,""metcumul"":27.250003814697}",,2024-08-09T10:02:39-07:00
2024-06-15T07:48:00-07:00,2024-06-15T07:58:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":82.921058654785,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":101,""distance"":68.589996337891,""metcumul"":11.779999732971}",,2024-08-09T10:02:39-07:00
2024-06-17T19:00:00-07:00,2024-06-17T19:13:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":16.650001525879,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":951,""distance"":614.44000244141,""metcumul"":38.029998779297}",,2024-08-09T10:02:40-07:00
2024-06-21T10:10:00-07:00,2024-06-21T10:23:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":18.629997253418,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":968,""distance"":651.34997558594,""metcumul"":38.669998168945}",,2024-08-09T10:02:41-07:00
2024-06-21T12:28:00-07:00,2024-06-21T12:35:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":16.521913528442,""effduration"":601,""intensity"":0,""pause_duration"":0,""steps"":898,""distance"":574.5693359375,""metcumul"":19.322839736938}",,2024-08-09T10:02:42-07:00
2024-06-24T18:49:00-07:00,2024-06-24T19:02:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":18.770000457764,""effduration"":780,""intensity"":0,""pause_duration"":0,""steps"":942,""distance"":656.85998535156,""metcumul"":39.980003356934}",,2024-08-09T10:02:43-07:00
2024-06-24T19:02:00-07:00,2024-06-24T19:53:00-07:00,,,America/Los_Angeles,Other,"{""calories"":464.4538269043,""effduration"":3060,""intensity"":0,""pause_duration"":0,""steps"":4142,""distance"":2919.4907226562,""metcumul"":168.49996948242}",,2024-08-09T10:02:44-07:00
2024-06-28T17:32:00-07:00,2024-06-28T17:37:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":10.369999885559,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":517,""distance"":359.75,""metcumul"":20.049999237061}",,2024-08-09T10:02:46-07:00
2024-06-28T17:45:59-07:00,2024-06-28T18:45:59-07:00,,,America/Los_Angeles,Zumba,"{""calories"":441.80026245117,""intensity"":28,""manual_distance"":0,""manual_calories"":372,""hr_average"":150,""hr_min"":150,""hr_max"":152,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":1849,""hr_zone_3"":0,""pause_duration"":0,""distance"":2731.6594238281,""metcumul"":163.61003112793}",,2024-07-06T21:33:12-07:00
2024-06-28T17:48:00-07:00,2024-06-28T18:42:00-07:00,,,America/Los_Angeles,Other,"{""calories"":491.77462768555,""effduration"":3120,""intensity"":0,""hr_average"":150,""hr_min"":150,""hr_max"":152,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":1849,""hr_zone_3"":0,""pause_duration"":0,""steps"":3769,""distance"":2678.6193847656,""metcumul"":156.55000305176}",,2024-08-09T10:02:46-07:00
2024-06-29T20:29:00-07:00,2024-06-29T20:39:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":8.1499996185303,""effduration"":361,""intensity"":0,""pause_duration"":0,""steps"":437,""distance"":285.16000366211,""metcumul"":18.390001296997}",,2024-08-09T10:02:47-07:00
2024-06-30T16:19:00-07:00,2024-06-30T16:26:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":8.0900001525879,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":503,""distance"":325.45999145508,""metcumul"":19.170000076294}",,2024-08-09T10:02:47-07:00
2024-06-30T18:32:00-07:00,2024-06-30T18:46:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":16.989999771118,""effduration"":720,""intensity"":0,""pause_duration"":0,""steps"":915,""distance"":595.01000976562,""metcumul"":37.759998321533}",,2024-08-09T10:02:48-07:00
2024-07-02T17:38:00-07:00,2024-07-02T17:48:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":12.849999427795,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":620,""distance"":441.01998901367,""metcumul"":26.290000915527}",,2024-08-09T10:02:49-07:00
2024-07-02T17:48:00-07:00,2024-07-02T18:21:00-07:00,,,America/Los_Angeles,Other,"{""calories"":300.52893066406,""effduration"":1860,""intensity"":0,""pause_duration"":0,""steps"":1274,""distance"":894.12994384766,""metcumul"":66.540000915527}",,2024-08-09T10:02:49-07:00
2024-07-02T18:22:16-07:00,2024-07-02T18:52:33-07:00,,,America/Los_Angeles,Zumba,"{""calories"":222.08226013184,""effduration"":1260,""intensity"":50,""hr_average"":103,""hr_min"":41,""hr_max"":159,""hr_zone_0"":416,""hr_zone_1"":796,""hr_zone_2"":391,""hr_zone_3"":16,""device_startdate"":1719969736,""device_enddate"":1719971553,""pause_duration"":9,""steps"":268,""distance"":179.76000976562,""metcumul"":28.009998321533}",,2024-07-08T15:31:20-07:00
2024-07-02T18:22:16-07:00,2024-07-02T18:52:33-07:00,,,America/Los_Angeles,Zumba,{},,2024-07-06T21:33:17-07:00
2024-07-05T23:05:00-07:00,2024-07-05T23:12:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":9.426796913147,""effduration"":339,""intensity"":0,""pause_duration"":0,""steps"":528,""distance"":326.45971679688,""metcumul"":2.7334144115448}",,2024-08-09T10:02:50-07:00
